response,set,sheet
Getting deported.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
Guacamole.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
How easy it is to climb over a wall with a ladder.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
Lou Gehrig's Disease.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
Mexicans and Muslims.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
My drunk father screaming from the bleachers.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
My money stolen by Cards Against Humanity and redistributed to people poorer than me.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
Our dumb asshole president.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
Slowly shaking my head at a sad statistic.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
Speaking in iambic pentameter.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
Taking a minute to really unpack what Shakespeare is getting at in this scene.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
Teaching my son to love the Red Sox and hate minorities.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
The shocking stupidity of the American public.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
The significance of eyes in King Lear.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
The truth.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
Two baby otters holding hands.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
Two hamsters nibbling on a tiny burrito.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
White people becoming a minority.,Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
"Yelling ""I got it, I got it!""",Cards Against Humanity Saves America Pack,CAH Packs/Limited Release Packs
A positive male role model.,Dad Pack,CAH Packs/Limited Release Packs
Coaching the 7th grade girls basketball team.,Dad Pack,CAH Packs/Limited Release Packs
Dad coming home drunk.,Dad Pack,CAH Packs/Limited Release Packs
Dad's big sex night.,Dad Pack,CAH Packs/Limited Release Packs
Dad's famous chili.,Dad Pack,CAH Packs/Limited Release Packs
Divorce.,Dad Pack,CAH Packs/Limited Release Packs
Dolby® Digital Surround Sound.,Dad Pack,CAH Packs/Limited Release Packs
Emotional unavailability.,Dad Pack,CAH Packs/Limited Release Packs
Finding a place to sit down.,Dad Pack,CAH Packs/Limited Release Packs
Flirting with the ladies at the bank.,Dad Pack,CAH Packs/Limited Release Packs
Forty-two years of repressed homosexuality.,Dad Pack,CAH Packs/Limited Release Packs
Going bald.,Dad Pack,CAH Packs/Limited Release Packs
Having a bunch of kids by accident.,Dad Pack,CAH Packs/Limited Release Packs
Having a heart attack.,Dad Pack,CAH Packs/Limited Release Packs
Kidnapping Liam Neeson's daughter.,Dad Pack,CAH Packs/Limited Release Packs
Making the printer work.,Dad Pack,CAH Packs/Limited Release Packs
Puns.,Dad Pack,CAH Packs/Limited Release Packs
Sitting on the toilet for 45 minutes.,Dad Pack,CAH Packs/Limited Release Packs
Standing in the middle of the living room holding two remote controls.,Dad Pack,CAH Packs/Limited Release Packs
Stealing a child's nose and keeping it forever.,Dad Pack,CAH Packs/Limited Release Packs
The nipples of a man.,Dad Pack,CAH Packs/Limited Release Packs
The son of a bitch who knocked up my daughter.,Dad Pack,CAH Packs/Limited Release Packs
Tripping on an object and becoming angry.,Dad Pack,CAH Packs/Limited Release Packs
What Dad has to say about Muslims.,Dad Pack,CAH Packs/Limited Release Packs
"$10,000 worth of silica gel.",Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
A bathroom only for poop.,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
A chair-shaped fart sponge.,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
A lethal dose of caffeine.,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
"Accidentally broadcasting an NSFW video to 5,000 people.",Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
An encyclopedic knowledge of Night Court.,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
Belting out the chorus of a popular song and mumbling through the rest.,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
Bill's mom.,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
Desert Bus.,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
Doing it for the children.,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
Having no idea what the fuck is going on.,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
Letting the internet feed you.,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
Playing one-handed.,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
Shipping a fish brick to Ohio.,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
The BONE ZONE!,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
The D E V I C E.,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
The Turner Lickability Scale.,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
Whale dong.,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
William Shatner watching you.,Desert Bus For Hope Pack,CAH Packs/Limited Release Packs
An orgasm so powerful you travel back in time and jizz in Hitler's face.,Fascism Pack,CAH Packs/Limited Release Packs
Being open to new perspectives on the Holocaust.,Fascism Pack,CAH Packs/Limited Release Packs
Breaking news about what Hitler's penis was like.,Fascism Pack,CAH Packs/Limited Release Packs
Cloning Hitler.,Fascism Pack,CAH Packs/Limited Release Packs
Disco Mussolini.,Fascism Pack,CAH Packs/Limited Release Packs
Donald Trump's personal copy of Mein Kampf.,Fascism Pack,CAH Packs/Limited Release Packs
Electro-Stalin.,Fascism Pack,CAH Packs/Limited Release Packs
Hitler's sound economic policies.,Fascism Pack,CAH Packs/Limited Release Packs
How cool Nazi airplanes are.,Fascism Pack,CAH Packs/Limited Release Packs
Presenting your documents at a checkpoint.,Fascism Pack,CAH Packs/Limited Release Packs
Ruining an entire genre of moustaches.,Fascism Pack,CAH Packs/Limited Release Packs
Straight up fucking loving authority.,Fascism Pack,CAH Packs/Limited Release Packs
The cyanide pill you keep on your person at all times.,Fascism Pack,CAH Packs/Limited Release Packs
The Yad Vashem World Center for Holocaust Research.,Fascism Pack,CAH Packs/Limited Release Packs
Whatever brave hero killed Hitler.,Fascism Pack,CAH Packs/Limited Release Packs
A smile or just a nod.,Hanukkah LOL Pack,CAH Packs/Limited Release Packs
All the accumulated culture of a people.,Hanukkah LOL Pack,CAH Packs/Limited Release Packs
Being young and living in New York City.,Hanukkah LOL Pack,CAH Packs/Limited Release Packs
The dark side.,Hanukkah LOL Pack,CAH Packs/Limited Release Packs
The gross inequalities of our society.,Hanukkah LOL Pack,CAH Packs/Limited Release Packs
The wisdom of the crowds.,Hanukkah LOL Pack,CAH Packs/Limited Release Packs
Uninformed knuckle-dragging low information voters.,Hanukkah LOL Pack,CAH Packs/Limited Release Packs
"A blind, quadriplegic AIDS survivor with face cancer and diarrhea.",Hidden Compartment Pack,CAH Packs/Limited Release Packs
A gossamer stream of jizz that catches the light as is arcs through the morning air.,Hidden Compartment Pack,CAH Packs/Limited Release Packs
Chugging a gallon of milk and then vomiting a gallon of milk.,Hidden Compartment Pack,CAH Packs/Limited Release Packs
Digging up Heath Ledger's corpse to reenact the prom scene from Ten Things I Hate About You.,Hidden Compartment Pack,CAH Packs/Limited Release Packs
Eight beautiful men jerking each other off in front of a fountain.,Hidden Compartment Pack,CAH Packs/Limited Release Packs
"Free ice cream forever, or getting fingered by Chris Hemsworth for five minutes.",Hidden Compartment Pack,CAH Packs/Limited Release Packs
Getting drugs off the street and into my body.,Hidden Compartment Pack,CAH Packs/Limited Release Packs
Giving ISIS whatever they want so they leave us alone.,Hidden Compartment Pack,CAH Packs/Limited Release Packs
Hickory-fucked pork ribs smothered in hot garbage.,Hidden Compartment Pack,CAH Packs/Limited Release Packs
How far I can get my own penis up my butt.,Hidden Compartment Pack,CAH Packs/Limited Release Packs
How wonderful it is when my master throws the ball and I go and get it for him.,Hidden Compartment Pack,CAH Packs/Limited Release Packs
Ruth Bader Ginsberg brutally graveling your penis.,Hidden Compartment Pack,CAH Packs/Limited Release Packs
Sitting in a jar of vinegar all night because I am pickle.,Hidden Compartment Pack,CAH Packs/Limited Release Packs
Throwing a baby dolphin back into the ocean with a perfect spiral.,Hidden Compartment Pack,CAH Packs/Limited Release Packs
Throwing your hands in the air and waving them despite caring deeply.,Hidden Compartment Pack,CAH Packs/Limited Release Packs
25 shitty jokes about House of Cards.,House of Cards Pack,CAH Packs/Limited Release Packs
A childless marriage.,House of Cards Pack,CAH Packs/Limited Release Packs
A homoerotic subplot.,House of Cards Pack,CAH Packs/Limited Release Packs
A much younger woman.,House of Cards Pack,CAH Packs/Limited Release Packs
An older man.,House of Cards Pack,CAH Packs/Limited Release Packs
An origami swan that's some kind of symbol?,House of Cards Pack,CAH Packs/Limited Release Packs
Carbon monoxide poisoning.,House of Cards Pack,CAH Packs/Limited Release Packs
Discharging a firearm in a residential area.,House of Cards Pack,CAH Packs/Limited Release Packs
Forcing a handjob on a dying man.,House of Cards Pack,CAH Packs/Limited Release Packs
Getting eaten out while on the phone with Dad.,House of Cards Pack,CAH Packs/Limited Release Packs
Making it look like a suicide.,House of Cards Pack,CAH Packs/Limited Release Packs
My constituents.,House of Cards Pack,CAH Packs/Limited Release Packs
Punching a congressman in the face.,House of Cards Pack,CAH Packs/Limited Release Packs
Ribs so good they transcend race and class.,House of Cards Pack,CAH Packs/Limited Release Packs
Strangling a dog to make a point to the audience.,House of Cards Pack,CAH Packs/Limited Release Packs
The sensitive European photographer who's fucking my wife.,House of Cards Pack,CAH Packs/Limited Release Packs
An armored Krogan war-clitoris.,Mass Effect Pack,CAH Packs/Limited Release Packs
An emergency induction port.,Mass Effect Pack,CAH Packs/Limited Release Packs
An extremely long elevator ride.,Mass Effect Pack,CAH Packs/Limited Release Packs
Bone-shattering sex with a metal woman.,Mass Effect Pack,CAH Packs/Limited Release Packs
Falling I actual love with a video game character.,Mass Effect Pack,CAH Packs/Limited Release Packs
My complicated backstory that you will soon learn about.,Mass Effect Pack,CAH Packs/Limited Release Packs
Running a few errands before saving the galaxy.,Mass Effect Pack,CAH Packs/Limited Release Packs
Space racism.,Mass Effect Pack,CAH Packs/Limited Release Packs
The Genophage.,Mass Effect Pack,CAH Packs/Limited Release Packs
Totally fuckable aliens.,Mass Effect Pack,CAH Packs/Limited Release Packs
30 shirtless bears emerging from the fog.,Pride Pack,CAH Packs/Limited Release Packs
A 6-hour conversation on gender and queer theory.,Pride Pack,CAH Packs/Limited Release Packs
A big black dick strapped to a frail white body.,Pride Pack,CAH Packs/Limited Release Packs
A genderless hole.,Pride Pack,CAH Packs/Limited Release Packs
A messy bitch who lives for drama.,Pride Pack,CAH Packs/Limited Release Packs
A Subaru.,Pride Pack,CAH Packs/Limited Release Packs
A twink in a bounce house.,Pride Pack,CAH Packs/Limited Release Packs
All the different kinds of lesbians.,Pride Pack,CAH Packs/Limited Release Packs
"Black, white, Puerto Rican, and Chinese boys.",Pride Pack,CAH Packs/Limited Release Packs
"Britney, bitch!",Pride Pack,CAH Packs/Limited Release Packs
Getting your ass ate.,Pride Pack,CAH Packs/Limited Release Packs
Having your titties sucked while sucking on titties.,Pride Pack,CAH Packs/Limited Release Packs
Licking that pussy right.,Pride Pack,CAH Packs/Limited Release Packs
"Marsha P. Johnson, the trans woman of color who may have thrown the first brick at Stonewall.",Pride Pack,CAH Packs/Limited Release Packs
Older fitness gays.,Pride Pack,CAH Packs/Limited Release Packs
Peeing in a bathroom.,Pride Pack,CAH Packs/Limited Release Packs
Poppers and lube.,Pride Pack,CAH Packs/Limited Release Packs
PrEP.,Pride Pack,CAH Packs/Limited Release Packs
Repeatedly coming out as bisexual.,Pride Pack,CAH Packs/Limited Release Packs
"Talking, laughing, loving, breathing, fighting, fucking, crying, drinking, riding, winning, losing, cheating, kissing, thinking, dreaming.",Pride Pack,CAH Packs/Limited Release Packs
Telling Heather she can't pull off that top.,Pride Pack,CAH Packs/Limited Release Packs
The careless cunt who left a water ring on my credenza.,Pride Pack,CAH Packs/Limited Release Packs
"The pan-ethnic, gender-fluid children of the future.",Pride Pack,CAH Packs/Limited Release Packs
"Those cheekbones, honey.",Pride Pack,CAH Packs/Limited Release Packs
Whatever straight people do for fun.,Pride Pack,CAH Packs/Limited Release Packs
A giant squid in a wedding gown.,Reject Pack,CAH Packs/Limited Release Packs
A heart that is two sizes too small and that therefore cannot pump an adequate amount of blood.,Reject Pack,CAH Packs/Limited Release Packs
A sexy naked interactive theater thing.,Reject Pack,CAH Packs/Limited Release Packs
Asshole pomegranates that are hard to eat.,Reject Pack,CAH Packs/Limited Release Packs
Becoming so rich that you shed your body and turn to vapor.,Reject Pack,CAH Packs/Limited Release Packs
Carribbean Jesus.,Reject Pack,CAH Packs/Limited Release Packs
Corn.,Reject Pack,CAH Packs/Limited Release Packs
Crawling into a vagina.,Reject Pack,CAH Packs/Limited Release Packs
Dividing by zero.,Reject Pack,CAH Packs/Limited Release Packs
Ejaculating a pound of tinsel.,Reject Pack,CAH Packs/Limited Release Packs
Faking a jellyfish sting so someone will pee on you.,Reject Pack,CAH Packs/Limited Release Packs
Ladles.,Reject Pack,CAH Packs/Limited Release Packs
My dick in your mouth.,Reject Pack,CAH Packs/Limited Release Packs
Playing an ocarina to summon Ultra-Congress from the sea.,Reject Pack,CAH Packs/Limited Release Packs
Super yoga.,Reject Pack,CAH Packs/Limited Release Packs
The John D. and Catherine T. MacArthur Foundation.,Reject Pack,CAH Packs/Limited Release Packs
A dick so big and so black that not even light can escape its pull.,Reject Pack 2,CAH Packs/Limited Release Packs
A double murder suicide barbeque.,Reject Pack 2,CAH Packs/Limited Release Packs
A primordial soup and salad bar.,Reject Pack 2,CAH Packs/Limited Release Packs
A stack of bunnies in a trenchcoat.,Reject Pack 2,CAH Packs/Limited Release Packs
At least three ducks.,Reject Pack 2,CAH Packs/Limited Release Packs
Becoming engorged with social justice jelly and secreting a thinkpiece.,Reject Pack 2,CAH Packs/Limited Release Packs
Being the absolute worst.,Reject Pack 2,CAH Packs/Limited Release Packs
Disco Mussolini.,Reject Pack 2,CAH Packs/Limited Release Packs
Greg Kinnear's terrible lightning breath.,Reject Pack 2,CAH Packs/Limited Release Packs
"Mitt Romney's eight sons Kip, Sam, Trot, Fergis, Toolshed, Grisham, Hawkeye, and Thorp.",Reject Pack 2,CAH Packs/Limited Release Packs
Mr. and Mrs. Tambourine Man's jingle-jangle morning sex.,Reject Pack 2,CAH Packs/Limited Release Packs
Mushy tushy.,Reject Pack 2,CAH Packs/Limited Release Packs
Ringo Starr & His All-Starr Band.,Reject Pack 2,CAH Packs/Limited Release Packs
Sandwich.,Reject Pack 2,CAH Packs/Limited Release Packs
Saving the Rainforest Cafe.,Reject Pack 2,CAH Packs/Limited Release Packs
Sir Thomas More's Fruitopia™.,Reject Pack 2,CAH Packs/Limited Release Packs
Sweating it out on the streets of a runaway American Dream.,Reject Pack 2,CAH Packs/Limited Release Packs
That one leftover screw.,Reject Pack 2,CAH Packs/Limited Release Packs
That thing politicians do with their thumbs when they talk.,Reject Pack 2,CAH Packs/Limited Release Packs
The spooky skeleton under my skin.,Reject Pack 2,CAH Packs/Limited Release Packs
The token lesbian.,Reject Pack 2,CAH Packs/Limited Release Packs
These dolphins.,Reject Pack 2,CAH Packs/Limited Release Packs
Three hairs from the silver-golden head of Galadriel.,Reject Pack 2,CAH Packs/Limited Release Packs
Water so cold it turned into a rock.,Reject Pack 2,CAH Packs/Limited Release Packs
"A framed photocopy of an oil painting of Paris, France.",Retail Product Pack,CAH Packs/Limited Release Packs
A Pringle.®,Retail Product Pack,CAH Packs/Limited Release Packs
A Pringles® can full of screams.,Retail Product Pack,CAH Packs/Limited Release Packs
An 800-foot-long pool noodle.,Retail Product Pack,CAH Packs/Limited Release Packs
An exclusive partnership with Taylor Swift.,Retail Product Pack,CAH Packs/Limited Release Packs
Blood Pringles.®,Retail Product Pack,CAH Packs/Limited Release Packs
Buying and returning clothes just to have someone to talk to.,Retail Product Pack,CAH Packs/Limited Release Packs
Buying the right toothbrush cup for my lifestyle.,Retail Product Pack,CAH Packs/Limited Release Packs
Confusing possessions with accomplishments.,Retail Product Pack,CAH Packs/Limited Release Packs
Crunchy snacks for my big flappy mouth.,Retail Product Pack,CAH Packs/Limited Release Packs
